#race_year,race_id,race_country,finishing_position,car_number,driver_name,team,laps,time_in_milliseconds_measured_or_inferred,grid_starting_position
2010,838,Singapore,4,1,Jenson Button,McLaren-Mercedes,61,7103879,4
2010,838,Singapore,5,4,Nico Rosberg,Mercedes GP,61,7122879,7
2010,838,Singapore,6,9,Rubens Barrichello,Williams-Cosworth,61,7129679,6
2010,838,Singapore,7,11,Robert Kubica,Renault,61,7160079,8
2010,838,Singapore,8,7,Felipe Massa,Ferrari,61,7186879,24
2010,838,Singapore,9,14,Adrian Sutil,Force India-Mercedes,61,7195979,15
2010,838,Singapore,10,10,Nico Hulkenberg,Williams-Cosworth,61,7206379,17
2010,838,Singapore,11,12,Vitaly Petrov,Renault,60,7197959,12
2010,838,Singapore,12,17,Jaime Alguersuari,STR-Ferrari,60,7193749,11
2010,838,Singapore,13,3,Michael Schumacher,Mercedes GP,60,7191644,9
2010,838,Singapore,14,16,Sebastien Buemi,STR-Ferrari,60,7190592,13
2010,838,Singapore,15,25,Lucas di Grassi,Virgin-Cosworth,59,7248046,20
2010,838,Singapore,16,19,Heikki Kovalainen,Lotus-Cosworth,58,7334753,19
2010,839,Japan,1,5,Sebastian Vettel,RBR-Renault,53,5427323,1
2010,839,Japan,2,6,Mark Webber,RBR-Renault,53,5428223,2
2010,839,Japan,3,8,Fernando Alonso,Ferrari,53,5430023,4
2010,839,Japan,4,1,Jenson Button,McLaren-Mercedes,53,5440823,5
2010,839,Japan,5,2,Lewis Hamilton,McLaren-Mercedes,53,5466823,8
2010,839,Japan,6,3,Michael Schumacher,Mercedes GP,53,5487223,10
2010,839,Japan,7,23,Kamui Kobayashi,BMW Sauber-Ferrari,53,5491323,14
2010,839,Japan,8,22,Nick Heidfeld,BMW Sauber-Ferrari,53,5496923,11
2010,839,Japan,9,9,Rubens Barrichello,Williams-Cosworth,53,5498123,7
2010,839,Japan,10,16,Sebastien Buemi,STR-Ferrari,53,5500123,18
2010,839,Japan,11,17,Jaime Alguersuari,STR-Ferrari,52,5514924,16
2010,839,Japan,12,19,Heikki Kovalainen,Lotus-Cosworth,52,5522325,20
2010,839,Japan,13,18,Jarno Trulli,Lotus-Cosworth,51,5577226,19
2010,839,Japan,14,24,Timo Glock,Virgin-Cosworth,51,5604677,22
2010,839,Japan,15,21,Bruno Senna,HRT-Cosworth,51,5618402,23
2010,839,Japan,16,20,Sakon Yamamoto,HRT-Cosworth,50,5676466,24
2010,840,Korea,1,8,Fernando Alonso,Ferrari,55,10100810,3
2010,840,Korea,2,2,Lewis Hamilton,McLaren-Mercedes,55,10115710,4
2010,840,Korea,3,7,Felipe Massa,Ferrari,55,10131610,6
2010,840,Korea,4,3,Michael Schumacher,Mercedes GP,55,10140410,9
2010,840,Korea,5,11,Robert Kubica,Renault,55,10148510,8
2010,840,Korea,6,15,Vitantonio Liuzzi,Force India-Mercedes,55,10154310,17
2010,840,Korea,7,9,Rubens Barrichello,Williams-Cosworth,55,10170010,10
2010,840,Korea,8,23,Kamui Kobayashi,BMW Sauber-Ferrari,55,10178610,12
2010,840,Korea,9,22,Nick Heidfeld,BMW Sauber-Ferrari,55,10180910,13
2010,840,Korea,10,10,Nico Hulkenberg,Williams-Cosworth,55,10181610,11
2010,840,Korea,11,17,Jaime Alguersuari,STR-Ferrari,55,10184910,15
2010,840,Korea,12,1,Jenson Button,McLaren-Mercedes,55,10190710,7
2010,840,Korea,13,19,Heikki Kovalainen,Lotus-Cosworth,54,10237586,21
2010,840,Korea,14,21,Bruno Senna,HRT-Cosworth,53,10352849,24
2010,840,Korea,15,20,Sakon Yamamoto,HRT-Cosworth,53,10410481,23
2010,842,Brazil,1,5,Sebastian Vettel,RBR-Renault,71,5591803,2
2010,842,Brazil,2,6,Mark Webber,RBR-Renault,71,5596003,3
2010,842,Brazil,3,8,Fernando Alonso,Ferrari,71,5598603,5
2010,842,Brazil,4,2,Lewis Hamilton,McLaren-Mercedes,71,5606403,4
2010,842,Brazil,5,1,Jenson Button,McLaren-Mercedes,71,5607303,11
2010,842,Brazil,6,4,Nico Rosberg,Mercedes GP,71,5627103,13
2010,842,Brazil,7,3,Michael Schumacher,Mercedes GP,71,5635203,8
2010,842,Brazil,8,10,Nico Hulkenberg,Williams-Cosworth,70,5652882,1
2010,842,Brazil,9,11,Robert Kubica,Renault,70,5661721,7
2010,842,Brazil,10,23,Kamui Kobayashi,BMW Sauber-Ferrari,70,5666141,12
2010,842,Brazil,11,17,Jaime Alguersuari,STR-Ferrari,70,5668351,14
2010,842,Brazil,12,14,Adrian Sutil,Force India-Mercedes,70,5669456,22
2010,842,Brazil,13,16,Sebastien Buemi,STR-Ferrari,70,5670008,19
2010,842,Brazil,14,9,Rubens Barrichello,Williams-Cosworth,70,5670284,6
2010,842,Brazil,15,7,Felipe Massa,Ferrari,70,5670422,9
2010,842,Brazil,16,12,Vitaly Petrov,Renault,70,5670491,10
2010,842,Brazil,17,22,Nick Heidfeld,BMW Sauber-Ferrari,70,5670526,15
2010,842,Brazil,18,19,Heikki Kovalainen,Lotus-Cosworth,69,5709922,20
2010,842,Brazil,19,18,Jarno Trulli,Lotus-Cosworth,69,5729620,18
2010,842,Brazil,20,24,Timo Glock,Virgin-Cosworth,69,5739469,17
2010,842,Brazil,21,21,Bruno Senna,HRT-Cosworth,69,5744394,24
2010,842,Brazil,22,20,Christian Klien,HRT-Cosworth,65,5904372,23
2010,841,Abu Dhabi,1,5,Sebastian Vettel,RBR-Renault,55,5976837,1
2010,841,Abu Dhabi,2,2,Lewis Hamilton,McLaren-Mercedes,55,5986937,2
2010,841,Abu Dhabi,3,1,Jenson Button,McLaren-Mercedes,55,5987837,4
2010,841,Abu Dhabi,4,4,Nico Rosberg,Mercedes GP,55,6007537,9
2010,841,Abu Dhabi,5,11,Robert Kubica,Renault,55,6015837,11
2010,841,Abu Dhabi,6,12,Vitaly Petrov,Renault,55,6020337,10
2010,841,Abu Dhabi,7,8,Fernando Alonso,Ferrari,55,6020537,3
2010,841,Abu Dhabi,8,6,Mark Webber,RBR-Renault,55,6021037,5
2010,841,Abu Dhabi,9,17,Jaime Alguersuari,STR-Ferrari,55,6027037,17
2010,841,Abu Dhabi,10,7,Felipe Massa,Ferrari,55,6027637,6
2010,841,Abu Dhabi,11,22,Nick Heidfeld,BMW Sauber-Ferrari,55,6028337,14
2010,841,Abu Dhabi,12,9,Rubens Barrichello,Williams-Cosworth,55,6034437,7
2010,841,Abu Dhabi,13,14,Adrian Sutil,Force India-Mercedes,55,6035137,13
2010,841,Abu Dhabi,14,23,Kamui Kobayashi,BMW Sauber-Ferrari,55,6036337,12
2010,841,Abu Dhabi,15,16,Sebastien Buemi,STR-Ferrari,55,6039937,18
2010,841,Abu Dhabi,16,10,Nico Hulkenberg,Williams-Cosworth,55,6041537,15
2010,841,Abu Dhabi,17,19,Heikki Kovalainen,Lotus-Cosworth,54,6063522,20
2010,841,Abu Dhabi,18,25,Lucas di Grassi,Virgin-Cosworth,53,6128849,22
2010,841,Abu Dhabi,19,21,Bruno Senna,HRT-Cosworth,53,6161513,23
2010,841,Abu Dhabi,20,20,Christian Klien,HRT-Cosworth,53,6177845,24
2010,841,Abu Dhabi,21,18,Jarno Trulli,Lotus-Cosworth,51,6294681,19
2009,805,Australia,1,22,Jenson Button,Brawn-Mercedes,58,5655784,1
2009,805,Australia,2,23,Rubens Barrichello,Brawn-Mercedes,58,5656584,2
2009,805,Australia,3,9,Jarno Trulli,Toyota,58,5657384,20
2009,805,Australia,4,10,Timo Glock,Toyota,58,5660184,19
2009,805,Australia,5,7,Fernando Alonso,Renault,58,5660584,10
2009,805,Australia,6,16,Nico Rosberg,Williams-Toyota,58,5661484,5
2009,805,Australia,7,12,Sebastien Buemi,STR-Ferrari,58,5661784,13
2009,805,Australia,8,11,Sebastien Bourdais,STR-Ferrari,58,5661984,17
2009,805,Australia,9,20,Adrian Sutil,Force India-Mercedes,58,5662084,16
2009,805,Australia,10,6,Nick Heidfeld,BMW Sauber,58,5662784,9
2009,805,Australia,11,21,Giancarlo Fisichella,Force India-Mercedes,58,5663084,15
2009,805,Australia,12,14,Mark Webber,RBR-Renault,57,5708191,8
2009,821,China,1,15,Sebastian Vettel,RBR-Renault,56,7063485,1
2009,821,China,2,14,Mark Webber,RBR-Renault,56,7074385,3
2009,821,China,3,22,Jenson Button,Brawn-Mercedes,56,7108385,5
2009,821,China,4,23,Rubens Barrichello,Brawn-Mercedes,56,7127185,4
2009,821,China,5,2,Heikki Kovalainen,McLaren-Mercedes,56,7128584,12
2009,821,China,6,1,Lewis Hamilton,McLaren-Mercedes,56,7135285,9
2009,821,China,7,10,Timo Glock,Toyota,56,7137885,19
2009,821,China,8,12,Sebastien Buemi,STR-Ferrari,56,7139885,10
2009,821,China,9,7,Fernando Alonso,Renault,56,7147785,2
2009,821,China,11,11,Sebastien Bourdais,STR-Ferrari,56,7157585,15
2009,821,China,12,6,Nick Heidfeld,BMW Sauber,56,7159285,11
2009,821,China,14,21,Giancarlo Fisichella,Force India-Mercedes,55,7174452,20
2009,821,China,15,16,Nico Rosberg,Williams-Toyota,55,7182035,7
2009,821,China,16,8,Nelsinho Piquet,Renault,53,7248894,16
2009,807,Bahrain,1,22,Jenson Button,Brawn-Mercedes,57,5508182,4
2009,807,Bahrain,2,15,Sebastian Vettel,RBR-Renault,57,5515282,3
2009,807,Bahrain,3,9,Jarno Trulli,Toyota,57,5517282,1
2009,807,Bahrain,4,1,Lewis Hamilton,McLaren-Mercedes,57,5530182,5
2009,807,Bahrain,5,23,Rubens Barrichello,Brawn-Mercedes,57,5545882,6
2009,807,Bahrain,7,10,Timo Glock,Toyota,57,5550982,2
2009,807,Bahrain,8,7,Fernando Alonso,Renault,57,5560882,7
2009,807,Bahrain,9,16,Nico Rosberg,Williams-Toyota,57,5566282,9
2009,807,Bahrain,10,8,Nelsinho Piquet,Renault,57,5573281,15
2009,807,Bahrain,11,14,Mark Webber,RBR-Renault,57,5575782,18
2009,807,Bahrain,12,2,Heikki Kovalainen,McLaren-Mercedes,57,5585982,11
2009,807,Bahrain,13,11,Sebastien Bourdais,STR-Ferrari,57,5586982,20
2009,807,Bahrain,14,3,Felipe Massa,Ferrari,56,5595899,8
2009,807,Bahrain,15,21,Giancarlo Fisichella,Force India-Mercedes,56,5600358,17
2009,807,Bahrain,16,20,Adrian Sutil,Force India-Mercedes,56,5602587,19
2009,807,Bahrain,17,12,Sebastien Buemi,STR-Ferrari,56,5603702,16
2009,807,Bahrain,18,5,Robert Kubica,BMW Sauber,56,5604259,13
2009,807,Bahrain,19,6,Nick Heidfeld,BMW Sauber,56,5604538,14
2009,808,Spain,1,22,Jenson Button,Brawn-Mercedes,66,5839202,1
2009,808,Spain,2,23,Rubens Barrichello,Brawn-Mercedes,66,5852202,3
2009,808,Spain,3,14,Mark Webber,RBR-Renault,66,5853102,5
2009,808,Spain,4,15,Sebastian Vettel,RBR-Renault,66,5858102,2
2009,808,Spain,5,7,Fernando Alonso,Renault,66,5882302,8
2009,808,Spain,6,3,Felipe Massa,Ferrari,66,5890002,4
2009,808,Spain,7,6,Nick Heidfeld,BMW Sauber,66,5891502,13
2009,808,Spain,8,16,Nico Rosberg,Williams-Toyota,66,5904402,9
2009,808,Spain,9,1,Lewis Hamilton,McLaren-Mercedes,65,5916038,14
2009,808,Spain,10,10,Timo Glock,Toyota,65,5921856,6
2009,808,Spain,11,5,Robert Kubica,BMW Sauber,65,5924765,10
2009,808,Spain,12,8,Nelsinho Piquet,Renault,65,5926220,12
2009,808,Spain,13,17,Kazuki Nakajima,Williams-Toyota,65,5926947,11
2009,808,Spain,14,21,Giancarlo Fisichella,Force India-Mercedes,65,5927311,20
2009,810,Monaco,1,22,Jenson Button,Brawn-Mercedes,78,6044282,1
2009,810,Monaco,2,23,Rubens Barrichello,Brawn-Mercedes,78,6051882,3
2009,810,Monaco,4,3,Felipe Massa,Ferrari,78,6059382,5
2009,810,Monaco,5,14,Mark Webber,RBR-Renault,78,6059982,8
2009,810,Monaco,6,16,Nico Rosberg,Williams-Toyota,78,6077782,6
2009,810,Monaco,7,7,Fernando Alonso,Renault,78,6082082,9
2009,810,Monaco,8,11,Sebastien Bourdais,STR-Ferrari,78,6107382,14
2009,810,Monaco,9,21,Giancarlo Fisichella,Force India-Mercedes,78,6109282,13
2009,810,Monaco,10,10,Timo Glock,Toyota,77,6115527,19
2009,810,Monaco,11,6,Nick Heidfeld,BMW Sauber,77,6118650,16
2009,810,Monaco,12,1,Lewis Hamilton,McLaren-Mercedes,77,6120211,20
2009,810,Monaco,13,9,Jarno Trulli,Toyota,77,6120992,18
2009,810,Monaco,14,20,Adrian Sutil,Force India-Mercedes,77,6121382,15
2009,810,Monaco,15,17,Kazuki Nakajima,Williams-Toyota,76,6160323,10
2009,809,Turkey,1,22,Jenson Button,Brawn-Mercedes,58,5184848,2
2009,809,Turkey,2,14,Mark Webber,RBR-Renault,58,5191548,4
2009,809,Turkey,3,15,Sebastian Vettel,RBR-Renault,58,5192248,1
2009,809,Turkey,4,9,Jarno Trulli,Toyota,58,5212648,5
2009,809,Turkey,5,16,Nico Rosberg,Williams-Toyota,58,5216348,9
2009,809,Turkey,6,3,Felipe Massa,Ferrari,58,5224748,7
2009,809,Turkey,7,5,Robert Kubica,BMW Sauber,58,5231048,10
2009,809,Turkey,8,10,Timo Glock,Toyota,58,5231748,13
2009,809,Turkey,10,7,Fernando Alonso,Renault,58,5247248,8
2009,809,Turkey,11,6,Nick Heidfeld,BMW Sauber,58,5249148,11
2009,809,Turkey,12,17,Kazuki Nakajima,Williams-Toyota,58,5251148,12
2009,809,Turkey,13,1,Lewis Hamilton,McLaren-Mercedes,58,5265248,16
2009,809,Turkey,14,2,Heikki Kovalainen,McLaren-Mercedes,57,5269745,14
2009,809,Turkey,15,12,Sebastien Buemi,STR-Ferrari,57,5271993,18
2009,809,Turkey,16,8,Nelsinho Piquet,Renault,57,5273117,17
2009,809,Turkey,17,20,Adrian Sutil,Force India-Mercedes,57,5273679,15
2009,809,Turkey,18,11,Sebastien Bourdais,STR-Ferrari,57,5273960,20
2009,813,Great Britain,1,15,Sebastian Vettel,RBR-Renault,60,4969328,1
2009,813,Great Britain,2,14,Mark Webber,RBR-Renault,60,4984428,3
2009,813,Great Britain,3,23,Rubens Barrichello,Brawn-Mercedes,60,5010428,2
2009,813,Great Britain,4,3,Felipe Massa,Ferrari,60,5014328,11
2009,813,Great Britain,5,16,Nico Rosberg,Williams-Toyota,60,5015228,7
2009,813,Great Britain,6,22,Jenson Button,Brawn-Mercedes,60,5015528,6
2009,813,Great Britain,7,9,Jarno Trulli,Toyota,60,5037628,4
2009,813,Great Britain,9,10,Timo Glock,Toyota,60,5039128,8
2009,813,Great Britain,10,21,Giancarlo Fisichella,Force India-Mercedes,60,5040828,16
2009,813,Great Britain,11,17,Kazuki Nakajima,Williams-Toyota,60,5043328,5
2009,813,Great Britain,12,8,Nelsinho Piquet,Renault,59,5047739,14
2009,813,Great Britain,13,5,Robert Kubica,BMW Sauber,59,5049945,12
2009,813,Great Britain,14,7,Fernando Alonso,Renault,59,5051048,10
2009,813,Great Britain,15,6,Nick Heidfeld,BMW Sauber,59,5051599,15
2009,813,Great Britain,16,1,Lewis Hamilton,McLaren-Mercedes,59,5051875,18
2009,813,Great Britain,17,20,Adrian Sutil,Force India-Mercedes,59,5052013,20
2009,813,Great Britain,18,12,Sebastien Buemi,STR-Ferrari,59,5052082,19
2009,814,Germany,1,14,Mark Webber,RBR-Renault,60,5803310,1
2009,814,Germany,2,15,Sebastian Vettel,RBR-Renault,60,5812510,4
2009,814,Germany,3,3,Felipe Massa,Ferrari,60,5819210,8
2009,814,Germany,4,16,Nico Rosberg,Williams-Toyota,60,5824310,15
2009,814,Germany,5,22,Jenson Button,Brawn-Mercedes,60,5826910,3
2009,814,Germany,6,23,Rubens Barrichello,Brawn-Mercedes,60,5827710,2
2009,814,Germany,7,7,Fernando Alonso,Renault,60,5828110,12
2009,814,Germany,8,2,Heikki Kovalainen,McLaren-Mercedes,60,5861910,6
2009,814,Germany,9,10,Timo Glock,Toyota,60,5864710,20
2009,814,Germany,10,6,Nick Heidfeld,BMW Sauber,60,5865210,11
2009,814,Germany,11,21,Giancarlo Fisichella,Force India-Mercedes,60,5865610,18
2009,814,Germany,12,17,Kazuki Nakajima,Williams-Toyota,60,5866110,13
2009,814,Germany,13,8,Nelsinho Piquet,Renault,60,5871610,10
2009,814,Germany,14,5,Robert Kubica,BMW Sauber,60,5872810,16
2009,814,Germany,15,20,Adrian Sutil,Force India-Mercedes,60,5875210,7
2009,814,Germany,16,12,Sebastien Buemi,STR-Ferrari,60,5893510,17
2009,814,Germany,17,9,Jarno Trulli,Toyota,60,5894210,14
2009,814,Germany,18,1,Lewis Hamilton,McLaren-Mercedes,59,5897121,5
2009,815,Hungary,1,1,Lewis Hamilton,McLaren-Mercedes,70,5903876,4
2009,815,Hungary,3,14,Mark Webber,RBR-Renault,70,5920676,3
2009,815,Hungary,4,16,Nico Rosberg,Williams-Toyota,70,5930776,5
2009,815,Hungary,5,2,Heikki Kovalainen,McLaren-Mercedes,70,5938176,6
2009,815,Hungary,6,10,Timo Glock,Toyota,70,5939076,13
2009,815,Hungary,7,22,Jenson Button,Brawn-Mercedes,70,5958876,8
2009,815,Hungary,8,9,Jarno Trulli,Toyota,70,5971976,11
2009,815,Hungary,9,17,Kazuki Nakajima,Williams-Toyota,70,5972576,9
2009,815,Hungary,10,23,Rubens Barrichello,Brawn-Mercedes,70,5973076,12
2009,815,Hungary,11,6,Nick Heidfeld,BMW Sauber,70,5974476,15
2009,815,Hungary,12,8,Nelsinho Piquet,Renault,70,5975376,14
2009,815,Hungary,13,5,Robert Kubica,BMW Sauber,70,5977876,18
2009,815,Hungary,14,21,Giancarlo Fisichella,Force India-Mercedes,69,5983047,16
2009,815,Hungary,15,11,Jaime Alguersuari,STR-Ferrari,69,5985632,19
2009,815,Hungary,16,12,Sebastien Buemi,STR-Ferrari,69,5986925,10
2009,816,Europe,1,23,Rubens Barrichello,Brawn-Mercedes,57,5751289,3
2009,816,Europe,2,1,Lewis Hamilton,McLaren-Mercedes,57,5753589,1
2009,816,Europe,4,2,Heikki Kovalainen,McLaren-Mercedes,57,5771289,2
2009,816,Europe,5,16,Nico Rosberg,Williams-Toyota,57,5772089,7
2009,816,Europe,6,7,Fernando Alonso,Renault,57,5778989,8
2009,816,Europe,7,22,Jenson Button,Brawn-Mercedes,57,5786189,5
2009,816,Europe,8,5,Robert Kubica,BMW Sauber,57,5787889,10
2009,816,Europe,9,14,Mark Webber,RBR-Renault,57,5796189,9
2009,816,Europe,10,20,Adrian Sutil,Force India-Mercedes,57,5799189,12
2009,816,Europe,11,6,Nick Heidfeld,BMW Sauber,57,5800089,11
2009,816,Europe,12,21,Giancarlo Fisichella,Force India-Mercedes,57,5814889,16
2009,816,Europe,13,9,Jarno Trulli,Toyota,57,5815789,18
2009,816,Europe,14,10,Timo Glock,Toyota,57,5837789,13
2009,816,Europe,15,8,Romain Grosjean,Renault,57,5842989,14
2009,816,Europe,16,11,Jaime Alguersuari,STR-Ferrari,56,5847589,19
2009,816,Europe,17,3,Luca Badoer,Ferrari,56,5849889,20
2009,818,Italy,1,23,Rubens Barrichello,Brawn-Mercedes,53,4581706,5
2009,818,Italy,2,22,Jenson Button,Brawn-Mercedes,53,4584506,6
2009,818,Italy,4,20,Adrian Sutil,Force India-Mercedes,53,4612806,2
2009,818,Italy,5,7,Fernando Alonso,Renault,53,4640806,8
2009,818,Italy,6,2,Heikki Kovalainen,McLaren-Mercedes,53,4642306,4
2009,818,Italy,7,6,Nick Heidfeld,BMW Sauber,53,4664106,15
2009,818,Italy,8,15,Sebastian Vettel,RBR-Renault,53,4667106,9
2009,818,Italy,9,3,Giancarlo Fisichella,Ferrari,53,4668506,14
2009,818,Italy,10,17,Kazuki Nakajima,Williams-Toyota,53,4743869,17
2009,818,Italy,11,10,Timo Glock,Toyota,53,4745631,16
2009,818,Italy,14,9,Jarno Trulli,Toyota,52,4706892,11
2009,818,Italy,15,8,Romain Grosjean,Renault,52,4687523,12
2009,818,Italy,16,16,Nico Rosberg,Williams-Toyota,51,4721062,18
2009,819,Singapore,1,1,Lewis Hamilton,McLaren-Mercedes,61,6966337,1
2009,819,Singapore,2,10,Timo Glock,Toyota,61,6975937,6
2009,819,Singapore,3,7,Fernando Alonso,Renault,61,6982937,5
2009,819,Singapore,4,15,Sebastian Vettel,RBR-Renault,61,6986537,2
2009,819,Singapore,5,22,Jenson Button,Brawn-Mercedes,61,6996337,11
2009,819,Singapore,6,23,Rubens Barrichello,Brawn-Mercedes,61,6998137,9
2009,819,Singapore,7,2,Heikki Kovalainen,McLaren-Mercedes,61,7002437,8
2009,819,Singapore,8,5,Robert Kubica,BMW Sauber,61,7021337,7
2009,819,Singapore,9,17,Kazuki Nakajima,Williams-Toyota,61,7022337,10
2009,819,Singapore,11,16,Nico Rosberg,Williams-Toyota,61,7026037,3
2009,819,Singapore,12,9,Jarno Trulli,Toyota,61,7039337,14
2009,819,Singapore,13,3,Giancarlo Fisichella,Ferrari,61,7046137,17
2009,819,Singapore,14,21,Vitantonio Liuzzi,Force India-Mercedes,61,7059837,19
2009,820,Japan,1,15,Sebastian Vettel,RBR-Renault,53,5300443,1
2009,820,Japan,2,9,Jarno Trulli,Toyota,53,5305243,2
2009,820,Japan,3,1,Lewis Hamilton,McLaren-Mercedes,53,5306843,3
2009,820,Japan,5,16,Nico Rosberg,Williams-Toyota,53,5309143,7
2009,820,Japan,6,6,Nick Heidfeld,BMW Sauber,53,5309943,4
2009,820,Japan,7,23,Rubens Barrichello,Brawn-Mercedes,53,5311043,6
2009,820,Japan,8,22,Jenson Button,Brawn-Mercedes,53,5311843,10
2009,820,Japan,9,5,Robert Kubica,BMW Sauber,53,5312143,9
2009,820,Japan,10,7,Fernando Alonso,Renault,53,5313443,16
2009,820,Japan,11,2,Heikki Kovalainen,McLaren-Mercedes,53,5314143,11
2009,820,Japan,12,3,Giancarlo Fisichella,Ferrari,53,5314943,14
2009,820,Japan,13,20,Adrian Sutil,Force India-Mercedes,53,5315343,8
2009,820,Japan,14,21,Vitantonio Liuzzi,Force India-Mercedes,53,5316143,18
2009,820,Japan,15,17,Kazuki Nakajima,Williams-Toyota,53,5318343,15
2009,820,Japan,16,8,Romain Grosjean,Renault,52,5359397,17
2009,820,Japan,17,14,Mark Webber,RBR-Renault,51,5429928,19
2009,822,Brazil,1,14,Mark Webber,RBR-Renault,71,5543081,2
2009,822,Brazil,2,5,Robert Kubica,BMW Sauber,71,5550681,8
2009,822,Brazil,3,1,Lewis Hamilton,McLaren-Mercedes,71,5561981,17
2009,822,Brazil,4,15,Sebastian Vettel,RBR-Renault,71,5562681,15
2009,822,Brazil,5,22,Jenson Button,Brawn-Mercedes,71,5572081,14
2009,822,Brazil,7,12,Sebastien Buemi,STR-Ferrari,71,5578981,6
2009,822,Brazil,8,23,Rubens Barrichello,Brawn-Mercedes,71,5588481,1
2009,822,Brazil,9,10,Kamui Kobayashi,Toyota,71,5606381,11
2009,822,Brazil,10,3,Giancarlo Fisichella,Ferrari,71,5613681,19
2009,822,Brazil,11,21,Vitantonio Liuzzi,Force India-Mercedes,71,5614381,20
2009,822,Brazil,12,2,Heikki Kovalainen,McLaren-Mercedes,71,5616481,16
2009,822,Brazil,13,8,Romain Grosjean,Renault,70,5618817,13
2009,822,Brazil,14,11,Jaime Alguersuari,STR-Ferrari,70,5619985,12
2009,823,Abu Dhabi,1,15,Sebastian Vettel,RBR-Renault,55,5643414,2
2009,823,Abu Dhabi,2,14,Mark Webber,RBR-Renault,55,5661214,3
2009,823,Abu Dhabi,3,22,Jenson Button,Brawn-Mercedes,55,5661814,5
2009,823,Abu Dhabi,4,23,Rubens Barrichello,Brawn-Mercedes,55,5666114,4
2009,823,Abu Dhabi,5,6,Nick Heidfeld,BMW Sauber,55,5669614,8
2009,823,Abu Dhabi,6,10,Kamui Kobayashi,Toyota,55,5671714,12
2009,823,Abu Dhabi,7,9,Jarno Trulli,Toyota,55,5677714,6
2009,823,Abu Dhabi,8,12,Sebastien Buemi,STR-Ferrari,55,5684614,10
2009,823,Abu Dhabi,9,16,Nico Rosberg,Williams-Toyota,55,5689314,9
2009,823,Abu Dhabi,10,5,Robert Kubica,BMW Sauber,55,5691514,7
2009,823,Abu Dhabi,11,2,Heikki Kovalainen,McLaren-Mercedes,55,5696114,18
2009,823,Abu Dhabi,13,17,Kazuki Nakajima,Williams-Toyota,55,5703214,13
2009,823,Abu Dhabi,14,7,Fernando Alonso,Renault,55,5713014,15
2009,823,Abu Dhabi,15,21,Vitantonio Liuzzi,Force India-Mercedes,55,5737814,16
2009,823,Abu Dhabi,16,3,Giancarlo Fisichella,Ferrari,54,5741918,20
2009,823,Abu Dhabi,17,20,Adrian Sutil,Force India-Mercedes,54,5743970,17
2009,823,Abu Dhabi,18,8,Romain Grosjean,Renault,54,5744996,19
2008,787,Australia,1,22,Lewis Hamilton,McLaren-Mercedes,58,5690616,1
2008,787,Australia,2,3,Nick Heidfeld,BMW Sauber,58,5696016,5
2008,787,Australia,3,7,Nico Rosberg,Williams-Toyota,58,5698716,7
2008,787,Australia,4,5,Fernando Alonso,Renault,58,5707716,11
2008,787,Australia,5,23,Heikki Kovalainen,McLaren-Mercedes,58,5708616,3
2008,787,Australia,6,8,Kazuki Nakajima,Williams-Toyota,57,5748673,13
2008,789,Bahrain,1,2,Felipe Massa,Ferrari,57,5466970,2
2008,789,Bahrain,3,4,Robert Kubica,BMW Sauber,57,5471870,1
2008,789,Bahrain,4,3,Nick Heidfeld,BMW Sauber,57,5475370,6
2008,789,Bahrain,5,23,Heikki Kovalainen,McLaren-Mercedes,57,5493670,5
2008,789,Bahrain,6,11,Jarno Trulli,Toyota,57,5508270,7
2008,789,Bahrain,7,10,Mark Webber,Red Bull-Renault,57,5512370,11
2008,789,Bahrain,8,7,Nico Rosberg,Williams-Toyota,57,5522770,8
2008,789,Bahrain,9,12,Timo Glock,Toyota,57,5536470,13
2008,789,Bahrain,10,5,Fernando Alonso,Renault,57,5544070,10
2008,789,Bahrain,11,17,Rubens Barrichello,Honda,57,5544770,12
2008,789,Bahrain,12,21,Giancarlo Fisichella,Force India-Ferrari,56,5553826,18
2008,789,Bahrain,13,22,Lewis Hamilton,McLaren-Mercedes,56,5558354,3
2008,789,Bahrain,14,8,Kazuki Nakajima,Williams-Toyota,56,5560618,16
2008,789,Bahrain,15,14,Sebastien Bourdais,STR-Ferrari,56,5561750,15
2008,789,Bahrain,16,19,Anthony Davidson,Super Aguri-Honda,56,5562316,21
2008,789,Bahrain,17,18,Takuma Sato,Super Aguri-Honda,56,5562599,22
2008,789,Bahrain,18,9,David Coulthard,Red Bull-Renault,56,5562740,17
2008,789,Bahrain,19,20,Adrian Sutil,Force India-Ferrari,55,5610767,20
2008,791,Turkey,1,2,Felipe Massa,Ferrari,58,5209451,1
2008,791,Turkey,2,22,Lewis Hamilton,McLaren-Mercedes,58,5213151,3
2008,791,Turkey,4,4,Robert Kubica,BMW Sauber,58,5231351,5
2008,791,Turkey,5,3,Nick Heidfeld,BMW Sauber,58,5248151,9
2008,791,Turkey,6,5,Fernando Alonso,Renault,58,5263151,7
2008,791,Turkey,7,10,Mark Webber,Red Bull-Renault,58,5273651,6
2008,791,Turkey,8,7,Nico Rosberg,Williams-Toyota,58,5280851,11
2008,791,Turkey,9,9,David Coulthard,Red Bull-Renault,58,5284651,10
2008,791,Turkey,10,11,Jarno Trulli,Toyota,58,5285751,8
2008,791,Turkey,11,16,Jenson Button,Honda,57,5292510,13
