#race_year,race_id,race_country,finishing_position,car_number,driver_name,team,laps,time_in_milliseconds_measured_or_inferred,grid_starting_position
2011,860,Europe,21,24,Timo Glock,Virgin-Cosworth,55,6172753,21
2011,860,Europe,23,23,Vitantonio Liuzzi,HRT-Cosworth,54,6231729,22
2011,860,Europe,24,22,Narain Karthikeyan,HRT-Cosworth,54,6261217,24
2011,861,Great Britain,1,5,Fernando Alonso,Ferrari,52,5321196,3
2011,861,Great Britain,2,1,Sebastian Vettel,Red Bull Racing-Renault,52,5337696,2
2011,861,Great Britain,3,2,Mark Webber,Red Bull Racing-Renault,52,5338096,1
2011,861,Great Britain,4,3,Lewis Hamilton,McLaren-Mercedes,52,5350096,10
2011,861,Great Britain,5,6,Felipe Massa,Ferrari,52,5350196,4
2011,861,Great Britain,6,8,Nico Rosberg,Mercedes,52,5381796,9
2011,861,Great Britain,7,17,Sergio Perez,Sauber-Ferrari,52,5386696,12
2011,861,Great Britain,8,9,Nick Heidfeld,Renault,52,5396696,16
2011,861,Great Britain,9,7,Michael Schumacher,Mercedes,52,5399096,13
2011,861,Great Britain,10,19,Jaime Alguersuari,STR-Ferrari,52,5400296,18
2011,861,Great Britain,11,14,Adrian Sutil,Force India-Mercedes,52,5400896,11
2011,861,Great Britain,12,10,Vitaly Petrov,Renault,52,5401796,14
2011,861,Great Britain,13,11,Rubens Barrichello,Williams-Cosworth,51,5412661,15
2011,861,Great Britain,14,12,Pastor Maldonado,Williams-Cosworth,51,5418094,7
2011,861,Great Britain,15,15,Paul di Resta,Force India-Mercedes,51,5420810,6
2011,861,Great Britain,16,24,Timo Glock,Virgin-Cosworth,50,5473334,20
2011,861,Great Britain,18,23,Vitantonio Liuzzi,HRT-Cosworth,50,5499596,23
2011,861,Great Britain,19,22,Daniel Ricciardo,HRT-Cosworth,49,5563892,24
2011,862,Germany,1,3,Lewis Hamilton,McLaren-Mercedes,60,5850334,2
2011,862,Germany,2,5,Fernando Alonso,Ferrari,60,5854234,4
2011,862,Germany,3,2,Mark Webber,Red Bull Racing-Renault,60,5860034,1
2011,862,Germany,4,1,Sebastian Vettel,Red Bull Racing-Renault,60,5898234,3
2011,862,Germany,5,6,Felipe Massa,Ferrari,60,5902534,5
2011,862,Germany,6,14,Adrian Sutil,Force India-Mercedes,60,5936534,8
2011,862,Germany,7,8,Nico Rosberg,Mercedes,59,5942187,6
2011,862,Germany,8,7,Michael Schumacher,Mercedes,59,5945013,10
2011,862,Germany,9,16,Kamui Kobayashi,Sauber-Ferrari,59,5946426,17
2011,862,Germany,10,10,Vitaly Petrov,Renault,59,5947133,9
2011,862,Germany,11,17,Sergio Perez,Sauber-Ferrari,59,5947486,15
2011,862,Germany,12,19,Jaime Alguersuari,STR-Ferrari,59,5947663,16
2011,862,Germany,13,15,Paul di Resta,Force India-Mercedes,59,5947751,12
2011,862,Germany,14,12,Pastor Maldonado,Williams-Cosworth,59,5947795,13
2011,862,Germany,15,18,Sebastien Buemi,STR-Ferrari,59,5947817,24
2011,862,Germany,16,20,Heikki Kovalainen,Lotus-Renault,58,5996581,18
2011,862,Germany,17,24,Timo Glock,Virgin-Cosworth,57,6069716,19
2011,862,Germany,19,22,Daniel Ricciardo,HRT-Cosworth,57,6106283,22
2011,862,Germany,20,21,Karun Chandhok,Lotus-Renault,56,6173320,20
2011,859,Hungary,1,4,Jenson Button,McLaren-Mercedes,70,6402337,3
2011,859,Hungary,2,1,Sebastian Vettel,Red Bull Racing-Renault,70,6405837,1
2011,859,Hungary,3,5,Fernando Alonso,Ferrari,70,6422137,5
2011,859,Hungary,4,3,Lewis Hamilton,McLaren-Mercedes,70,6450637,2
2011,859,Hungary,5,2,Mark Webber,Red Bull Racing-Renault,70,6452037,6
2011,859,Hungary,6,6,Felipe Massa,Ferrari,70,6485437,4
2011,859,Hungary,7,15,Paul di Resta,Force India-Mercedes,69,6489618,11
2011,859,Hungary,8,18,Sebastien Buemi,STR-Ferrari,69,6491708,23
2011,859,Hungary,9,8,Nico Rosberg,Mercedes,69,6492753,7
2011,859,Hungary,10,19,Jaime Alguersuari,STR-Ferrari,69,6493276,16
2011,859,Hungary,11,16,Kamui Kobayashi,Sauber-Ferrari,69,6493537,13
2011,859,Hungary,12,10,Vitaly Petrov,Renault,69,6493668,12
2011,859,Hungary,13,11,Rubens Barrichello,Williams-Cosworth,68,6539464,15
2011,859,Hungary,14,14,Adrian Sutil,Force India-Mercedes,68,6562362,8
2011,859,Hungary,15,17,Sergio Perez,Sauber-Ferrari,68,6573811,10
2011,859,Hungary,16,12,Pastor Maldonado,Williams-Cosworth,68,6579536,17
2011,859,Hungary,17,24,Timo Glock,Virgin-Cosworth,66,6673860,20
2011,859,Hungary,18,22,Daniel Ricciardo,HRT-Cosworth,66,6721022,22
2011,859,Hungary,20,23,Vitantonio Liuzzi,HRT-Cosworth,65,6790334,21
2011,858,Belgium,1,1,Sebastian Vettel,Red Bull Racing-Renault,44,5204893,1
2011,858,Belgium,2,2,Mark Webber,Red Bull Racing-Renault,44,5208593,3
2011,858,Belgium,3,4,Jenson Button,McLaren-Mercedes,44,5214493,13
2011,858,Belgium,4,5,Fernando Alonso,Ferrari,44,5217893,8
2011,858,Belgium,5,7,Michael Schumacher,Mercedes,44,5252293,24
2011,858,Belgium,6,8,Nico Rosberg,Mercedes,44,5253493,5
2011,858,Belgium,7,14,Adrian Sutil,Force India-Mercedes,44,5264593,15
2011,858,Belgium,8,6,Felipe Massa,Ferrari,44,5270893,4
2011,858,Belgium,9,10,Vitaly Petrov,Renault,44,5276793,10
2011,858,Belgium,10,12,Pastor Maldonado,Williams-Cosworth,44,5282493,21
2011,858,Belgium,11,15,Paul di Resta,Force India-Mercedes,44,5288793,17
2011,858,Belgium,12,16,Kamui Kobayashi,Sauber-Ferrari,44,5296793,12
2011,858,Belgium,13,9,Bruno Senna,Renault,44,5297793,7
2011,858,Belgium,14,21,Jarno Trulli,Lotus-Renault,43,5310490,18
2011,858,Belgium,15,20,Heikki Kovalainen,Lotus-Renault,43,5316838,16
2011,858,Belgium,16,11,Rubens Barrichello,Williams-Cosworth,43,5320012,14
2011,858,Belgium,18,24,Timo Glock,Virgin-Cosworth,43,5321599,19
2011,858,Belgium,19,23,Vitantonio Liuzzi,HRT-Cosworth,43,5322393,22
2011,856,Italy,1,1,Sebastian Vettel,Red Bull Racing-Renault,53,4846172,1
2011,856,Italy,2,4,Jenson Button,McLaren-Mercedes,53,4855672,3
2011,856,Italy,3,5,Fernando Alonso,Ferrari,53,4863072,4
2011,856,Italy,4,3,Lewis Hamilton,McLaren-Mercedes,53,4863572,2
2011,856,Italy,5,7,Michael Schumacher,Mercedes,53,4878772,8
2011,856,Italy,6,6,Felipe Massa,Ferrari,53,4889072,6
2011,856,Italy,7,19,Jaime Alguersuari,STR-Ferrari,52,4913341,18
2011,856,Italy,8,15,Paul di Resta,Force India-Mercedes,52,4925475,11
2011,856,Italy,9,9,Bruno Senna,Renault,52,4931542,10
2011,856,Italy,10,18,Sebastien Buemi,STR-Ferrari,52,4934576,16
2011,856,Italy,11,12,Pastor Maldonado,Williams-Cosworth,52,4936093,14
2011,856,Italy,12,11,Rubens Barrichello,Williams-Cosworth,52,4936851,13
2011,856,Italy,13,20,Heikki Kovalainen,Lotus-Renault,51,4982949,20
2011,856,Italy,14,21,Jarno Trulli,Lotus-Renault,51,5005998,19
2011,856,Italy,15,24,Timo Glock,Virgin-Cosworth,51,5017522,21
2011,854,Singapore,1,1,Sebastian Vettel,Red Bull Racing-Renault,61,7146757,1
2011,854,Singapore,2,4,Jenson Button,McLaren-Mercedes,61,7148457,3
2011,854,Singapore,3,2,Mark Webber,Red Bull Racing-Renault,61,7175957,2
2011,854,Singapore,4,5,Fernando Alonso,Ferrari,61,7202157,5
2011,854,Singapore,5,3,Lewis Hamilton,McLaren-Mercedes,61,7214457,4
2011,854,Singapore,6,15,Paul di Resta,Force India-Mercedes,61,7257824,10
2011,854,Singapore,7,8,Nico Rosberg,Mercedes,60,7260870,7
2011,854,Singapore,8,14,Adrian Sutil,Force India-Mercedes,60,7262393,9
2011,854,Singapore,9,6,Felipe Massa,Ferrari,60,7263155,6
2011,854,Singapore,10,17,Sergio Perez,Sauber-Ferrari,60,7263536,11
2011,854,Singapore,11,12,Pastor Maldonado,Williams-Cosworth,60,7263726,13
2011,854,Singapore,12,18,Sebastien Buemi,STR-Ferrari,60,7263821,14
2011,854,Singapore,13,11,Rubens Barrichello,Williams-Cosworth,60,7263869,12
2011,854,Singapore,14,16,Kamui Kobayashi,Sauber-Ferrari,59,7322473,17
2011,854,Singapore,15,9,Bruno Senna,Renault,59,7351775,15
2011,854,Singapore,16,20,Heikki Kovalainen,Lotus-Renault,59,7366426,19
2011,854,Singapore,17,10,Vitaly Petrov,Renault,59,7373751,18
2011,854,Singapore,19,22,Daniel Ricciardo,HRT-Cosworth,57,7494574,23
2011,854,Singapore,20,23,Vitantonio Liuzzi,HRT-Cosworth,57,7554985,24
2011,852,Japan,1,4,Jenson Button,McLaren-Mercedes,53,5453427,2
2011,852,Japan,2,5,Fernando Alonso,Ferrari,53,5454527,5
2011,852,Japan,3,1,Sebastian Vettel,Red Bull Racing-Renault,53,5455427,1
2011,852,Japan,4,2,Mark Webber,Red Bull Racing-Renault,53,5461427,6
2011,852,Japan,5,3,Lewis Hamilton,McLaren-Mercedes,53,5477627,3
2011,852,Japan,6,7,Michael Schumacher,Mercedes,53,5480527,8
2011,852,Japan,7,6,Felipe Massa,Ferrari,53,5481627,4
2011,852,Japan,8,17,Sergio Perez,Sauber-Ferrari,53,5492727,17
2011,852,Japan,9,10,Vitaly Petrov,Renault,53,5496027,10
2011,852,Japan,10,8,Nico Rosberg,Mercedes,53,5497727,23
2011,852,Japan,11,14,Adrian Sutil,Force India-Mercedes,53,5507827,11
2011,852,Japan,12,15,Paul di Resta,Force India-Mercedes,53,5515727,12
2011,852,Japan,13,16,Kamui Kobayashi,Sauber-Ferrari,53,5517127,7
2011,852,Japan,14,12,Pastor Maldonado,Williams-Cosworth,53,5517526,14
2011,852,Japan,15,19,Jaime Alguersuari,STR-Ferrari,53,5520027,16
2011,852,Japan,16,9,Bruno Senna,Renault,53,5526027,9
2011,852,Japan,17,11,Rubens Barrichello,Williams-Cosworth,53,5527527,13
2011,852,Japan,18,20,Heikki Kovalainen,Lotus-Renault,53,5541227,18
2011,852,Japan,19,21,Jarno Trulli,Lotus-Renault,53,5549527,19
2011,852,Japan,20,24,Timo Glock,Virgin-Cosworth,51,5604372,21
2011,852,Japan,22,22,Daniel Ricciardo,HRT-Cosworth,51,5631794,22
2011,852,Japan,23,23,Vitantonio Liuzzi,HRT-Cosworth,50,5696953,24
2011,851,Korea,1,1,Sebastian Vettel,Red Bull Racing-Renault,55,5881994,2
2011,851,Korea,2,3,Lewis Hamilton,McLaren-Mercedes,55,5893994,1
2011,851,Korea,3,2,Mark Webber,Red Bull Racing-Renault,55,5894394,4
2011,851,Korea,4,4,Jenson Button,McLaren-Mercedes,55,5896594,3
2011,851,Korea,5,5,Fernando Alonso,Ferrari,55,5897594,6
2011,851,Korea,6,6,Felipe Massa,Ferrari,55,5907094,5
2011,851,Korea,7,19,Jaime Alguersuari,STR-Ferrari,55,5931494,11
2011,851,Korea,8,8,Nico Rosberg,Mercedes,55,5935994,7
2011,851,Korea,9,18,Sebastien Buemi,STR-Ferrari,55,5944694,13
2011,851,Korea,10,15,Paul di Resta,Force India-Mercedes,55,5950594,9
2011,851,Korea,11,14,Adrian Sutil,Force India-Mercedes,55,5953194,10
2011,851,Korea,12,11,Rubens Barrichello,Williams-Cosworth,55,5974994,18
2011,851,Korea,13,9,Bruno Senna,Renault,54,5981967,15
2011,851,Korea,14,20,Heikki Kovalainen,Lotus-Renault,54,5985453,19
2011,851,Korea,15,16,Kamui Kobayashi,Sauber-Ferrari,54,5987196,14
2011,851,Korea,16,17,Sergio Perez,Sauber-Ferrari,54,5988068,17
2011,851,Korea,17,21,Jarno Trulli,Lotus-Renault,54,5988504,20
2011,851,Korea,18,24,Timo Glock,Virgin-Cosworth,54,5988722,21
2011,851,Korea,19,22,Daniel Ricciardo,HRT-Cosworth,54,5988831,24
2011,851,Korea,21,23,Vitantonio Liuzzi,HRT-Cosworth,52,6095831,23
2011,863,India,1,1,Sebastian Vettel,Red Bull Racing-Renault,60,5435002,1
2011,863,India,2,4,Jenson Button,McLaren-Mercedes,60,5443402,4
2011,863,India,3,5,Fernando Alonso,Ferrari,60,5459302,3
2011,863,India,4,2,Mark Webber,Red Bull Racing-Renault,60,5460502,2
2011,863,India,5,7,Michael Schumacher,Mercedes,60,5500402,11
2011,863,India,6,8,Nico Rosberg,Mercedes,60,5501802,7
2011,863,India,7,3,Lewis Hamilton,McLaren-Mercedes,60,5519102,5
2011,863,India,8,19,Jaime Alguersuari,STR-Ferrari,59,5522344,10
2011,863,India,9,14,Adrian Sutil,Force India-Mercedes,59,5523965,8
2011,863,India,10,17,Sergio Perez,Sauber-Ferrari,59,5524775,20
2011,863,India,11,10,Vitaly Petrov,Renault,59,5525180,16
2011,863,India,12,9,Bruno Senna,Renault,59,5525383,14
2011,863,India,13,15,Paul di Resta,Force India-Mercedes,59,5525484,12
2011,863,India,14,20,Heikki Kovalainen,Lotus-Renault,58,5570826,18
2011,863,India,15,11,Rubens Barrichello,Williams-Cosworth,58,5593497,15
2011,863,India,17,22,Narain Karthikeyan,HRT-Cosworth,57,5650125,24
2011,863,India,18,23,Daniel Ricciardo,HRT-Cosworth,57,5678439,23
2011,863,India,19,21,Jarno Trulli,Lotus-Renault,55,5783179,19
2011,847,Abu Dhabi,1,3,Lewis Hamilton,McLaren-Mercedes,55,5831886,2
2011,847,Abu Dhabi,2,5,Fernando Alonso,Ferrari,55,5840286,5
2011,847,Abu Dhabi,3,4,Jenson Button,McLaren-Mercedes,55,5857686,3
2011,847,Abu Dhabi,4,2,Mark Webber,Red Bull Racing-Renault,55,5867586,4
2011,847,Abu Dhabi,5,6,Felipe Massa,Ferrari,55,5882386,6
2011,847,Abu Dhabi,6,8,Nico Rosberg,Mercedes,55,5884186,7
2011,847,Abu Dhabi,7,7,Michael Schumacher,Mercedes,55,5907786,8
2011,847,Abu Dhabi,8,14,Adrian Sutil,Force India-Mercedes,55,5908986,9
2011,847,Abu Dhabi,9,15,Paul di Resta,Force India-Mercedes,55,5932973,10
2011,847,Abu Dhabi,10,16,Kamui Kobayashi,Sauber-Ferrari,54,5935447,16
2011,847,Abu Dhabi,11,17,Sergio Perez,Sauber-Ferrari,54,5936684,11
2011,847,Abu Dhabi,12,11,Rubens Barrichello,Williams-Cosworth,54,5937302,24
2011,847,Abu Dhabi,13,10,Vitaly Petrov,Renault,54,5937611,12
2011,847,Abu Dhabi,14,12,Pastor Maldonado,Williams-Cosworth,54,5937766,23
2011,847,Abu Dhabi,15,19,Jaime Alguersuari,STR-Ferrari,54,5937843,15
2011,847,Abu Dhabi,16,9,Bruno Senna,Renault,54,5937882,14
2011,847,Abu Dhabi,17,20,Heikki Kovalainen,Lotus-Renault,54,5937901,17
2011,847,Abu Dhabi,18,21,Jarno Trulli,Lotus-Renault,53,5990928,18
2011,847,Abu Dhabi,19,24,Timo Glock,Virgin-Cosworth,53,6017441,19
2011,847,Abu Dhabi,20,23,Vitantonio Liuzzi,HRT-Cosworth,53,6030698,22
2011,845,Brazil,1,2,Mark Webber,Red Bull Racing-Renault,71,5537464,2
2011,845,Brazil,2,1,Sebastian Vettel,Red Bull Racing-Renault,71,5554364,1
2011,845,Brazil,3,4,Jenson Button,McLaren-Mercedes,71,5565064,3
2011,845,Brazil,4,5,Fernando Alonso,Ferrari,71,5572464,5
2011,845,Brazil,5,6,Felipe Massa,Ferrari,71,5604164,7
2011,845,Brazil,6,14,Adrian Sutil,Force India-Mercedes,70,5609810,8
2011,845,Brazil,7,8,Nico Rosberg,Mercedes,70,5612633,6
2011,845,Brazil,8,15,Paul di Resta,Force India-Mercedes,70,5614045,11
2011,845,Brazil,9,16,Kamui Kobayashi,Sauber-Ferrari,70,5614751,16
2011,845,Brazil,10,10,Vitaly Petrov,Renault,70,5615104,15
2011,845,Brazil,11,19,Jaime Alguersuari,STR-Ferrari,70,5615280,13
2011,845,Brazil,12,18,Sebastien Buemi,STR-Ferrari,70,5615368,14
2011,845,Brazil,13,17,Sergio Perez,Sauber-Ferrari,70,5615412,17
2011,845,Brazil,14,11,Rubens Barrichello,Williams-Cosworth,70,5615434,12
2011,845,Brazil,15,7,Michael Schumacher,Mercedes,70,5615445,10
2011,845,Brazil,16,20,Heikki Kovalainen,Lotus-Renault,69,5654447,19
2011,845,Brazil,17,9,Bruno Senna,Renault,69,5673948,9
2011,845,Brazil,18,21,Jarno Trulli,Lotus-Renault,69,5683698,20
2011,845,Brazil,20,22,Daniel Ricciardo,HRT-Cosworth,68,5727570,22
2010,824,Bahrain,1,8,Fernando Alonso,Ferrari,49,5960396,3
2010,824,Bahrain,2,7,Felipe Massa,Ferrari,49,5976396,2
2010,824,Bahrain,3,2,Lewis Hamilton,McLaren-Mercedes,49,5983496,4
2010,824,Bahrain,4,5,Sebastian Vettel,RBR-Renault,49,5999096,1
2010,824,Bahrain,5,4,Nico Rosberg,Mercedes GP,49,6000596,5
2010,824,Bahrain,6,3,Michael Schumacher,Mercedes GP,49,6004496,7
2010,824,Bahrain,7,1,Jenson Button,McLaren-Mercedes,49,6005596,8
2010,824,Bahrain,8,6,Mark Webber,RBR-Renault,49,6006696,6
2010,824,Bahrain,9,15,Vitantonio Liuzzi,Force India-Mercedes,49,6013396,12
2010,824,Bahrain,10,9,Rubens Barrichello,Williams-Cosworth,49,6022796,11
2010,824,Bahrain,11,11,Robert Kubica,Renault,49,6029396,9
2010,824,Bahrain,12,14,Adrian Sutil,Force India-Mercedes,49,6043296,10
2010,824,Bahrain,13,17,Jaime Alguersuari,STR-Ferrari,49,6052996,18
2010,824,Bahrain,14,10,Nico Hulkenberg,Williams-Cosworth,48,6067516,13
2010,824,Bahrain,15,19,Heikki Kovalainen,Lotus-Cosworth,47,6135597,21
2010,824,Bahrain,16,16,Sebastien Buemi,STR-Ferrari,46,6230458,15
2010,825,Australia,1,1,Jenson Button,McLaren-Mercedes,58,5616531,4
2010,825,Australia,2,11,Robert Kubica,Renault,58,5628531,9
2010,825,Australia,3,7,Felipe Massa,Ferrari,58,5630931,5
2010,825,Australia,4,8,Fernando Alonso,Ferrari,58,5632831,3
2010,825,Australia,5,4,Nico Rosberg,Mercedes GP,58,5633131,6
2010,825,Australia,6,2,Lewis Hamilton,McLaren-Mercedes,58,5646331,11
2010,825,Australia,7,15,Vitantonio Liuzzi,Force India-Mercedes,58,5676331,13
2010,825,Australia,8,9,Rubens Barrichello,Williams-Cosworth,58,5677031,8
2010,825,Australia,9,6,Mark Webber,RBR-Renault,58,5683831,2
2010,825,Australia,10,3,Michael Schumacher,Mercedes GP,58,5685831,7
2010,825,Australia,11,17,Jaime Alguersuari,STR-Ferrari,58,5687831,17
2010,825,Australia,12,22,Pedro de la Rosa,BMW Sauber-Ferrari,58,5690531,14
2010,825,Australia,13,19,Heikki Kovalainen,Lotus-Cosworth,56,5750368,19
2010,825,Australia,14,20,Karun Chandhok,HRT-Cosworth,53,5925541,22
2010,826,Malaysia,1,5,Sebastian Vettel,RBR-Renault,56,5628412,3
2010,826,Malaysia,2,6,Mark Webber,RBR-Renault,56,5633212,1
2010,826,Malaysia,3,4,Nico Rosberg,Mercedes GP,56,5641912,2
2010,826,Malaysia,4,11,Robert Kubica,Renault,56,5646912,6
2010,826,Malaysia,5,14,Adrian Sutil,Force India-Mercedes,56,5649412,4
2010,826,Malaysia,6,2,Lewis Hamilton,McLaren-Mercedes,56,5651812,20
2010,826,Malaysia,7,7,Felipe Massa,Ferrari,56,5655412,21
2010,826,Malaysia,8,1,Jenson Button,McLaren-Mercedes,56,5666312,17
2010,826,Malaysia,9,17,Jaime Alguersuari,STR-Ferrari,56,5699012,14
2010,826,Malaysia,10,10,Nico Hulkenberg,Williams-Cosworth,56,5701712,5
2010,826,Malaysia,11,16,Sebastien Buemi,STR-Ferrari,56,5707312,13
2010,826,Malaysia,12,9,Rubens Barrichello,Williams-Cosworth,55,5718116,7
2010,826,Malaysia,13,8,Fernando Alonso,Ferrari,54,5773771,19
2010,826,Malaysia,14,25,Lucas di Grassi,Virgin-Cosworth,53,5851853,24
2010,826,Malaysia,15,20,Karun Chandhok,HRT-Cosworth,53,5890894,22
2010,826,Malaysia,16,21,Bruno Senna,HRT-Cosworth,52,5960668,23
2010,826,Malaysia,17,18,Jarno Trulli,Lotus-Cosworth,51,6045808,18
2010,827,China,1,1,Jenson Button,McLaren-Mercedes,56,6402163,5
2010,827,China,2,2,Lewis Hamilton,McLaren-Mercedes,56,6403663,6
2010,827,China,3,4,Nico Rosberg,Mercedes GP,56,6411563,4
2010,827,China,4,8,Fernando Alonso,Ferrari,56,6413963,3
2010,827,China,5,11,Robert Kubica,Renault,56,6424363,8
2010,827,China,6,5,Sebastian Vettel,RBR-Renault,56,6435463,1
2010,827,China,7,12,Vitaly Petrov,Renault,56,6449763,14
2010,827,China,8,6,Mark Webber,RBR-Renault,56,6454263,2
2010,827,China,9,7,Felipe Massa,Ferrari,56,6459863,7
2010,827,China,10,3,Michael Schumacher,Mercedes GP,56,6463863,9
2010,827,China,11,14,Adrian Sutil,Force India-Mercedes,56,6464963,10
2010,827,China,12,9,Rubens Barrichello,Williams-Cosworth,56,6465763,11
2010,827,China,13,17,Jaime Alguersuari,STR-Ferrari,56,6473563,12
2010,827,China,14,19,Heikki Kovalainen,Lotus-Cosworth,55,6495025,21
2010,827,China,15,10,Nico Hulkenberg,Williams-Cosworth,55,6505756,16
2010,827,China,16,21,Bruno Senna,HRT-Cosworth,54,6568284,23
2010,827,China,17,20,Karun Chandhok,HRT-Cosworth,52,6713872,24
2010,828,Spain,1,6,Mark Webber,RBR-Renault,66,5744101,1
2010,828,Spain,2,8,Fernando Alonso,Ferrari,66,5768101,4
2010,828,Spain,3,5,Sebastian Vettel,RBR-Renault,66,5795401,2
2010,828,Spain,4,3,Michael Schumacher,Mercedes GP,66,5806201,6
2010,828,Spain,5,1,Jenson Button,McLaren-Mercedes,66,5807801,5
2010,828,Spain,6,7,Felipe Massa,Ferrari,66,5809801,9
2010,828,Spain,7,14,Adrian Sutil,Force India-Mercedes,66,5817001,11
2010,828,Spain,8,11,Robert Kubica,Renault,66,5817701,7
2010,828,Spain,9,9,Rubens Barrichello,Williams-Cosworth,65,5824417,17
2010,828,Spain,10,17,Jaime Alguersuari,STR-Ferrari,65,5827775,15
2010,828,Spain,11,12,Vitaly Petrov,Renault,65,5829454,19
2010,828,Spain,12,23,Kamui Kobayashi,BMW Sauber-Ferrari,65,5830293,10
2010,828,Spain,13,4,Nico Rosberg,Mercedes GP,65,5830713,8
2010,828,Spain,16,10,Nico Hulkenberg,Williams-Cosworth,64,5874439,13
2010,828,Spain,17,18,Jarno Trulli,Lotus-Cosworth,63,5939818,18
2010,828,Spain,18,24,Timo Glock,Virgin-Cosworth,63,5972507,22
2010,828,Spain,19,25,Lucas di Grassi,Virgin-Cosworth,62,6032368,23
2010,829,Monaco,1,6,Mark Webber,RBR-Renault,78,6613355,1
2010,829,Monaco,2,5,Sebastian Vettel,RBR-Renault,78,6613755,3
2010,829,Monaco,3,11,Robert Kubica,Renault,78,6614955,2
2010,829,Monaco,4,7,Felipe Massa,Ferrari,78,6615955,4
2010,829,Monaco,5,2,Lewis Hamilton,McLaren-Mercedes,78,6617655,5
2010,829,Monaco,6,8,Fernando Alonso,Ferrari,78,6619655,24
2010,829,Monaco,7,4,Nico Rosberg,Mercedes GP,78,6619955,6
2010,829,Monaco,8,14,Adrian Sutil,Force India-Mercedes,78,6620255,12
2010,829,Monaco,9,15,Vitantonio Liuzzi,Force India-Mercedes,78,6620655,10
2010,829,Monaco,10,16,Sebastien Buemi,STR-Ferrari,78,6621455,13
2010,829,Monaco,11,17,Jaime Alguersuari,STR-Ferrari,78,6622455,17
2010,829,Monaco,12,3,Michael Schumacher,Mercedes GP,78,6639055,7
2010,830,Turkey,1,2,Lewis Hamilton,McLaren-Mercedes,58,5327620,2
2010,830,Turkey,2,1,Jenson Button,McLaren-Mercedes,58,5330220,4
2010,830,Turkey,3,6,Mark Webber,RBR-Renault,58,5351820,1
2010,830,Turkey,4,3,Michael Schumacher,Mercedes GP,58,5358720,5
2010,830,Turkey,5,4,Nico Rosberg,Mercedes GP,58,5359820,6
2010,830,Turkey,6,11,Robert Kubica,Renault,58,5360420,7
2010,830,Turkey,7,7,Felipe Massa,Ferrari,58,5364220,8
2010,830,Turkey,8,8,Fernando Alonso,Ferrari,58,5374120,12
2010,830,Turkey,9,14,Adrian Sutil,Force India-Mercedes,58,5376620,11
2010,830,Turkey,10,23,Kamui Kobayashi,BMW Sauber-Ferrari,58,5393220,10
2010,830,Turkey,11,22,Pedro de la Rosa,BMW Sauber-Ferrari,58,5393520,13
2010,830,Turkey,12,17,Jaime Alguersuari,STR-Ferrari,58,5395420,16
2010,830,Turkey,13,15,Vitantonio Liuzzi,Force India-Mercedes,57,5407448,18
2010,830,Turkey,14,9,Rubens Barrichello,Williams-Cosworth,57,5413462,15
2010,830,Turkey,15,12,Vitaly Petrov,Renault,57,5416469,9
2010,830,Turkey,16,16,Sebastien Buemi,STR-Ferrari,57,5417972,14
2010,830,Turkey,17,10,Nico Hulkenberg,Williams-Cosworth,57,5418724,17
2010,830,Turkey,18,24,Timo Glock,Virgin-Cosworth,55,5510955,21
2010,830,Turkey,19,25,Lucas di Grassi,Virgin-Cosworth,55,5557071,23
2010,831,Canada,1,2,Lewis Hamilton,McLaren-Mercedes,70,5633456,1
2010,831,Canada,2,1,Jenson Button,McLaren-Mercedes,70,5635656,4
2010,831,Canada,3,8,Fernando Alonso,Ferrari,70,5642656,3
2010,831,Canada,4,5,Sebastian Vettel,RBR-Renault,70,5671256,2
2010,831,Canada,5,6,Mark Webber,RBR-Renault,70,5672656,7
2010,831,Canada,6,4,Nico Rosberg,Mercedes GP,70,5689456,10
2010,831,Canada,7,11,Robert Kubica,Renault,70,5690756,8
2010,831,Canada,8,16,Sebastien Buemi,STR-Ferrari,69,5702345,15
2010,831,Canada,9,15,Vitantonio Liuzzi,Force India-Mercedes,69,5708139,5
2010,831,Canada,10,14,Adrian Sutil,Force India-Mercedes,69,5711036,9
2010,831,Canada,11,3,Michael Schumacher,Mercedes GP,69,5712485,13
2010,831,Canada,12,17,Jaime Alguersuari,STR-Ferrari,69,5713209,16
2010,831,Canada,13,10,Nico Hulkenberg,Williams-Cosworth,69,5713571,12
2010,831,Canada,14,9,Rubens Barrichello,Williams-Cosworth,69,5713752,11
2010,831,Canada,15,7,Felipe Massa,Ferrari,69,5713843,6
